id,first_name,last_name,gender,drop_out,grade,age,class,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
1962,Sabrina,Perez,female,FALSE,4,4,Data Science,85,60,61,75,83,87,65
1963,Michael,Parker,male,FALSE,3,43,Doctor,88,98,94,96,96,89,92
1964,David,Calderon,male,FALSE,1,47,Doctor,86,93,91,94,93,88,86
1965,James,Gordon,male,FALSE,1,9,Government Officer,68,65,95,88,62,87,62
1966,Jennifer,Leblanc,female,FALSE,6,2,Business Owner,67,54,71,50,55,51,66
1967,Paul,Bailey,male,TRUE,4,5,Business Owner,82,69,92,85,59,87,83
1968,Tiffany,Smith,female,FALSE,2,26,Data Science,86,88,71,65,86,69,84
1969,Victoria,Alvarez,female,TRUE,3,25,Software Engineer,95,91,64,65,60,84,99
1970,Willie,Elliott,male,FALSE,5,9,Real Estate Developer,72,82,76,69,67,92,87
1971,James,Bryant,male,FALSE,1,27,Accountant,99,87,67,91,36,76,64
1972,Kimberly,Swanson,female,FALSE,2,19,Banker,75,88,71,80,65,85,60
1973,Beverly,Dawson,female,TRUE,1,31,Scientist,77,80,86,87,98,98,88
1974,Lisa,Stewart,female,FALSE,4,26,Software Engineer,95,97,84,97,75,92,92
1975,Dwayne,Sims,male,FALSE,6,11,Banker,77,97,88,89,74,95,64
1976,Ashley,Fleming,female,TRUE,6,6,Designer,90,74,92,67,83,73,89
1977,Lisa,Stafford,female,FALSE,8,2,Business Owner,74,59,82,51,91,96,94
1978,Kristin,Garcia,female,FALSE,10,5,Business Owner,56,66,87,64,95,89,76
1979,Eric,Adkins,male,FALSE,7,5,Business Owner,72,69,91,69,53,73,95
1980,Allison,Henderson,female,FALSE,3,27,Lawyer,87,86,83,80,90,90,61
1981,Alison,Palmer,female,FALSE,2,30,Lawyer,80,81,96,92,100,91,87
1982,Shane,Parker,male,FALSE,5,21,Software Engineer,98,72,64,68,76,84,72
1983,Debra,Gilbert,female,FALSE,0,8,Teacher,83,91,69,74,98,86,76
1984,Mary,Jackson,female,FALSE,2,21,Banker,92,77,91,79,98,77,87
1985,Joshua,Stuart,male,TRUE,3,18,Banker,79,68,64,68,97,78,84
1986,Benjamin,Williams,male,FALSE,4,3,Government Officer,72,81,89,92,88,87,82
1987,David,Frank,male,FALSE,1,32,Doctor,89,74,94,87,92,82,79
1988,Holly,Erickson,female,FALSE,6,8,Designer,97,91,61,75,95,61,89
1989,Charles,Miller,male,FALSE,2,3,Data Science,66,63,95,76,71,99,73
1990,Samuel,Baker,male,FALSE,2,17,Stock Investor,77,86,97,85,77,88,93
1991,Anthony,Moore,male,FALSE,0,17,Software Engineer,98,63,64,82,64,96,79
1992,Charlotte,Rowe,female,FALSE,4,27,Lawyer,88,96,79,70,95,90,99
1993,John,Peterson,male,FALSE,2,12,Banker,79,83,76,99,100,84,71
1994,Shawn,Ochoa,male,FALSE,3,46,Doctor,92,92,91,95,88,94,93
1995,Steven,Lewis,male,FALSE,1,19,Accountant,76,62,90,82,93,71,61
1996,Alan,Reynolds,male,FALSE,2,30,Construction Engineer,83,77,84,73,75,84,82
1997,Thomas,Gilbert,male,FALSE,2,20,Software Engineer,89,65,73,80,87,67,73
1998,Madison,Cross,female,FALSE,5,14,Software Engineer,97,85,63,93,68,94,78
1999,Brittany,Compton,female,TRUE,10,5,Business Owner,51,96,72,89,95,88,75
2000,Natalie,Smith,female,FALSE,5,27,Accountant,82,99,91,69,83,93,100
